Name;Version;Company Name
Microsoft.VisualStudio.Language.QuickSearch.FileNameProvider.ni.dll;16.0.28729.10;Microsoft Corporation
Microsoft.VisualStudio.RemoteControl.ni.dll;14.0.262.42442;Microsoft Corporation
Microsoft.VisualStudio.RemoteControl.ni.dll;14.1.8.20618;Microsoft Corporation
Microsoft.VisualStudio.Language.Intellisense.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Language.Intellisense.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Shell.Immutable.14.0.ni.dll;15.0.25403.1;Microsoft Corporation
Microsoft.VisualStudio.TextTemplating.VSHost.15.0.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.TextTemplating.VSHost.15.0.ni.dll;16.0.28729.10;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.Vsip.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.Vsip.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualBasic.ni.dll;14.7.3190.0 built by: NET472REL1LAST_C;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Implementation.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Implementation.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.TestCaseManagement.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.TestCaseManagement.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.Configuration.ni.dll;16.0.28917.181 built by: D16.1;Microsoft Corporation
Microsoft.VisualStudio.Configuration.ni.dll;16.0.28729.10 built by: D16.0;Microsoft Corporation
Microsoft.VisualStudio.Workspace.Extensions.Implementation.ni.dll;16.0.58.48069;
Microsoft.VisualStudio.Workspace.Extensions.Implementation.ni.dll;16.1.66.57404;Microsoft
Microsoft.VisualStudio.ComponentModelHost.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.ComponentModelHost.ni.dll;16.0.478.22449;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.Telemetry.Package.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.Telemetry.Package.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.Services.Client.Interactive.ni.dll;16.133.28704.2 built by: teams/te/master (dfa29aa564);Microsoft Corporation
Microsoft.VisualStudio.Services.Client.Interactive.ni.dll;16.133.28811.2 built by: teams/te/master (ab2ce44865);Microsoft Corporation
Microsoft.VisualStudio.VC.ni.dll;16.0.28729.10;Microsoft Corporation
Microsoft.VisualStudio.VC.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.Diagnostics.Measurement.ni.dll;16.0.28729.102;Microsoft Corporation
Microsoft.VisualStudio.Diagnostics.Measurement.ni.dll;16.0.28921.248;Microsoft Corporation
Microsoft.VisualStudio.Licensing.ni.dll;16.0.28916.169 built by: D16.1;Microsoft Corporation
Microsoft.VisualStudio.Licensing.ni.dll;16.0.28729.102 built by: D16.0;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.TestWindow.Core.resources.ni.dll;16.1.19.11504;Microsoft Corporation
Microsoft.VisualStudio.Composition.Configuration.ni.dll;16.1.7.42000;Microsoft
Microsoft.VisualStudio.Composition.Configuration.ni.dll;16.0.18.16491;Microsoft
Microsoft.VisualStudio.LanguageServices.Xaml.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.DiffBase.Controls.ni.dll;16.133.28906.1 built by: releases/dev16/16.1-preview4 (feaf9108f5);Microsoft Corporation
Microsoft.VisualStudio.Editors.ni.dll;16.0.0.63820;Microsoft Corporation
Microsoft.VisualStudio.Editors.ni.dll;16.1.0.64110;Microsoft Corporation
Microsoft.VisualStudio.Designer.Interfaces.ni.dll;1.1.4322.573;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.UTFResources.ni.dll;16.0.28621.142;Microsoft Corporation
Microsoft.VisualStudio.Progression.CodeSchema.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.Progression.CodeSchema.ni.dll;16.0.28625.91;Microsoft Corporation
Microsoft.VisualStudio.Progression.VSProvider.ni.dll;16.0.28625.91;Microsoft Corporation
Microsoft.VisualStudio.Progression.VSProvider.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.Progression.Common.ni.dll;16.0.28625.91;Microsoft Corporation
Microsoft.VisualStudio.Progression.Common.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.Progression.Native.CodeProvider.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.Progression.Native.CodeProvider.ni.dll;16.0.28729.10;Microsoft Corporation
Microsoft.VisualStudio.TeamTest.TestGeneration.Cci.ni.dll;16.0.28916.169;Microsoft Corporation
Microsoft.VisualStudio.TeamTest.TestGeneration.Cci.ni.dll;16.0.28714.129;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.Common.ni.dll;16.0.28625.91;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.Common.ni.dll;16.0.28625.91;Microsoft Corporation
Microsoft.VisualStudio.Workspace.Extensions.ni.dll;16.0.58.48069;
Microsoft.VisualStudio.Workspace.Extensions.ni.dll;16.1.66.57404;Microsoft
Microsoft.VisualStudio.Setup.Download.ni.dll;2.1.3095.63072;Microsoft Corporation
Microsoft.VisualStudio.Setup.Download.ni.dll;2.0.3297.47373;Microsoft Corporation
Microsoft.VisualStudio.Threading.ni.dll;15.8.192.29799;Microsoft
Microsoft.VisualStudio.Threading.ni.dll;16.0.106.47702;Microsoft
Microsoft.VisualStudio.Threading.ni.dll;16.0.100.2414;Microsoft
Microsoft.VisualStudio.Services.Common.ni.dll;16.133.28811.2 built by: teams/te/master (ab2ce44865);Microsoft Corporation
Microsoft.VisualStudio.Services.Common.ni.dll;16.133.28704.2 built by: teams/te/master (dfa29aa564);Microsoft Corporation
Microsoft.VisualStudio.Text.Data.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Text.Data.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Diagnostics.HubExtensions.ni.dll;16.0.28714.193;Microsoft Corporation
Microsoft.VisualStudio.Diagnostics.HubExtensions.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.Shell.ViewManager.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.Shell.ViewManager.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.Shell.15.0.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.Shell.15.0.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.Shell.11.0.ni.dll;15.0.25525.0;Microsoft Corporation
Microsoft.VisualStudio.Shell.11.0.ni.dll;15.0.25525.0;Microsoft Corporation
Microsoft.VisualStudio.TextTemplating.Sdk.Host.15.0.ni.dll;16.0.28727.123;Microsoft Corporation
Microsoft.VisualStudio.TextTemplating.Sdk.Host.15.0.ni.dll;16.0.28921.248;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CSharp.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.Platform.WindowManagement.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.Platform.WindowManagement.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.Tips.TuipPackage.ni.dll;16.0.28625.91;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.Tips.TuipPackage.ni.dll;16.0.28625.91;Microsoft Corporation
Microsoft.VisualStudio.Diagnostics.Common.ni.dll;16.0.28721.27;Microsoft Corporation
Microsoft.VisualStudio.Diagnostics.Common.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.Text.Logic.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Text.Logic.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Корпорация Майкрософт
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Корпорация Майкрософт
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Editor.Implementation.resources.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.CodeSense.Roslyn.ni.dll;16.0.28701.123;Microsoft Corporation
Microsoft.VisualStudio.CodeSense.Roslyn.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.GraphModel.ni.dll;16.0.28315.86;Microsoft Corporation
Microsoft.VisualStudio.ComponentModelHost.Implementation.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.ComponentModelHost.Implementation.ni.dll;16.0.478.22449;Microsoft Corporation
Microsoft.VisualStudio.CodeSense.FileIndicator.Provider.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.CodeSense.CollaborationProvider.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.CodeSense.Client.Common.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.CodeSense.Client.Common.ni.dll;16.0.28701.123;Microsoft Corporation
Microsoft.VisualStudio.TestImpact.Common.ni.dll;16.0.28729.102;Microsoft Corporation
Microsoft.VisualStudio.TestImpact.Common.ni.dll;16.0.28916.169;Microsoft Corporation
Microsoft.VisualStudio.ProjectSystem.VS.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.VS.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.TestImpact.Analysis.ni.dll;16.0.28729.102;Microsoft Corporation
Microsoft.VisualStudio.TestImpact.Analysis.ni.dll;16.0.28916.169;Microsoft Corporation
Microsoft.VisualStudio.Diagnostics.Assert.ni.dll;16.0.28729.102;Microsoft Corporation
Microsoft.VisualStudio.Diagnostics.Assert.ni.dll;16.0.28921.248;Microsoft Corporation
Microsoft.VisualStudio.Validation.ni.dll;15.3.58.53609;Microsoft
Microsoft.VisualStudio.Text.UI.Wpf.ni.dll;16.1.89.30490;Microsoft Corporation
Microsoft.VisualStudio.Text.UI.Wpf.ni.dll;16.0.477.54723;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.AgentObject.ni.dll;16.0.28625.91 built by: D16.0;Microsoft Corporation
Microsoft.VisualStudio.ExtensionManager.ni.dll;16.0.2268.41551;
Microsoft.VisualStudio.ExtensionManager.ni.dll;16.1.3128.56463;
Microsoft.VisualStudio.Shell.Internal.WinMD.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.Shell.Internal.WinMD.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.Setup.Common.ni.dll;2.1.3095.63072;Microsoft Corporation
Microsoft.VisualStudio.Setup.Common.ni.dll;2.0.3297.47373;Microsoft Corporation
Microsoft.VisualStudio.Progression.Interfaces.ni.dll;16.0.28625.91;Microsoft Corporation
Microsoft.VisualStudio.Progression.Interfaces.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.1.266.27670;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.ProjectSystem.resources.ni.dll;16.0.663.296;Microsoft
Microsoft.VisualStudio.Workspace.Extensions.Implementation.VS.ni.dll;16.0.58.48069;
Microsoft.VisualStudio.Workspace.Extensions.Implementation.VS.ni.dll;16.1.66.57404;Microsoft
Microsoft.VisualStudio.Workspace.Implementation.ni.dll;16.0.58.48069;
Microsoft.VisualStudio.Workspace.Implementation.ni.dll;16.1.66.57404;Microsoft
Microsoft.VisualStudio.QualityTools.Resource.ni.dll;16.0.28621.142;Microsoft Corporation
Microsoft.VisualStudio.Utilities.Internal.ni.dll;14.1.2.1153;Microsoft Corporation
Microsoft.VisualStudio.Shell.Framework.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.Shell.Framework.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.ni.dll;16.0.28803.156 built by: D16.0;Microsoft Corporation
Microsoft.VisualStudio.ni.dll;16.0.28922.361 built by: D16.1STG;Microsoft Corporation
Microsoft.VisualStudio.Progression.ManagedProvider.ni.dll;16.0.28625.91;Microsoft Corporation
Microsoft.VisualStudio.Progression.ManagedProvider.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.CodeLens.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.Web.ni.dll;16.0.28711.60 built by: D16.0;Microsoft Corporation
Microsoft.VisualStudio.Web.ni.dll;16.0.28902.138 built by: D16.1;Microsoft Corporation
Microsoft.VisualStudio.VIL.ni.dll;16.1.10513.1;Microsoft Corporation
Microsoft.VisualStudio.VIL.ni.dll;16.0.20315.1;Microsoft Corporation
Microsoft.VisualStudio.Dialogs.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.Dialogs.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.PerformanceTools.RulesEngine.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.PerformanceTools.RulesEngine.ni.dll;16.0.28714.193;Microsoft Corporation
Microsoft.VisualStudio.PerformanceTools.RulesEngine.ni.dll;14.0.25531.1;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.Wizard.TestProjectWizards.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.Wizard.TestProjectWizards.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.Tips.UnitTest.Tip.ni.dll;16.0.28810.153;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.Tips.UnitTest.Tip.ni.dll;16.0.28315.86;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.0.19.17001;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.Xaml.resources.ni.dll;3.100.19.26603;Microsoft Corporation
Microsoft.VisualStudio.Web.Host.Shared.ni.dll;16.0.28711.60;Microsoft Corporation
Microsoft.VisualStudio.Web.Host.Shared.ni.dll;16.0.28902.138;Microsoft Corporation
Microsoft.VisualStudio.QualityTools.AgentProcessManager.ni.dll;16.0.28625.91;Microsoft Corporation
Microsoft.VisualStudio.Debugger.Engine.ni.dll;16.1.10513.1;Microsoft Corporation
Microsoft.VisualStudio.Debugger.Engine.ni.dll;16.0.20315.1;Microsoft Corporation
Microsoft.VisualStudio.ProjectFlavoring.ni.dll;16.0.28729.10;Microsoft Corporation
Microsoft.VisualStudio.ProjectFlavoring.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.Data.Tools.Delta.UI.ni.dll;14.0.60519.0;Microsoft Corporation
Microsoft.VisualStudio.Ultimate.StartPage.ni.dll;16.0.28803.156;Microsoft Corporation
Microsoft.VisualStudio.Ultimate.StartPage.ni.dll;16.0.28922.361;Microsoft Corporation
Microsoft.VisualStudio.CodeSense.Common.ni.dll;16.0.28917.181;Microsoft Corporation
Microsoft.VisualStudio.CodeSense.Common.ni.dll;16.0.28701.123;Microsoft Corporation
Microsoft.VisualStudio.VIL.Host.ni.dll;16.0.20315.1;Microsoft Corporation
Microsoft.VisualStudio.VIL.Host.ni.dll;16.1.10513.1;Microsoft Corporation
Microsoft.VisualStudio.LanguageServices.SolutionExplorer.resources.ni.dll;3.100.19.26603;Microsoft Corporation
